type,lat,lon,name,
T,52.5126298,13.3235621,Length: 0.971 km (0.603 mi)
T,52.5126951,13.3250856,
T,52.5128518,13.3269739,
T,52.5130216,13.3289266,
T,52.5130085,13.3301497,
T,52.5126168,13.3304715,
T,52.5123295,13.3309436,
T,52.5118202,13.3308792,
T,52.5114415,13.3306646,
T,52.5109974,13.3304501,
T,52.5104489,13.3298922,
T,52.5098482,13.3295488,
T,52.5093128,13.3290553,
T,52.5087642,13.3287334,
